,test_image,response,resptime,observer,group,type,noise
80,ori5g3p2.png,10.0,0.892376,Person5,wenig Detailgrad,Original,5
90,ori5g3p5.png,6.0,0.801807,Person5,wenig Detailgrad,Original,5
126,ori5g3p6.png,7.0,1.647115,Person5,wenig Detailgrad,Original,5
145,ori5g3p4.png,5.0,1.512888,Person5,wenig Detailgrad,Original,5
228,ori5g3p7.png,7.0,1.419299,Person5,wenig Detailgrad,Original,5
284,ori5g3p8.png,5.0,1.351005,Person5,wenig Detailgrad,Original,5
343,ori5g3p1.png,6.0,1.519547,Person5,wenig Detailgrad,Original,5
27,ori5g3p3.png,6.0,7.383307,Person6,wenig Detailgrad,Original,5
83,ori5g3p1.png,6.0,1.994234,Person6,wenig Detailgrad,Original,5
141,ori5g3p4.png,8.0,1.369868,Person6,wenig Detailgrad,Original,5
164,ori5g3p5.png,8.0,1.647593,Person6,wenig Detailgrad,Original,5
197,ori5g3p10.png,8.0,1.107518,Person6,wenig Detailgrad,Original,5
212,ori5g3p9.png,7.0,5.884369,Person6,wenig Detailgrad,Original,5
270,ori5g3p8.png,8.0,0.990437,Person6,wenig Detailgrad,Original,5
306,ori5g3p7.png,8.0,1.293523,Person6,wenig Detailgrad,Original,5
307,ori5g3p2.png,7.0,1.382366,Person6,wenig Detailgrad,Original,5
343,ori5g3p6.png,8.0,2.022398,Person6,wenig Detailgrad,Original,5
72,ani15g1p3.png,9.0,2.428114,Person1,hoch Detailgrad,Anime,15
89,ani15g1p10.png,8.0,2.959728,Person1,hoch Detailgrad,Anime,15
104,ani15g1p6.png,9.0,1.287169,Person1,hoch Detailgrad,Anime,15
113,ani15g1p7.png,9.0,2.345879,Person1,hoch Detailgrad,Anime,15
201,ani15g1p4.png,5.0,2.800187,Person1,hoch Detailgrad,Anime,15
204,ani15g1p8.png,7.0,1.61981,Person1,hoch Detailgrad,Anime,15
293,ani15g1p2.png,9.0,1.698673,Person1,hoch Detailgrad,Anime,15
308,ani15g1p1.png,6.0,1.368775,Person1,hoch Detailgrad,Anime,15
332,ani15g1p9.png,6.0,2.771023,Person1,hoch Detailgrad,Anime,15
346,ani15g1p5.png,7.0,2.091433,Person1,hoch Detailgrad,Anime,15
53,ani15g1p6.png,6.0,3.722724,Person2,hoch Detailgrad,Anime,15
55,ani15g1p4.png,7.0,2.659831,Person2,hoch Detailgrad,Anime,15
129,ani15g1p5.png,4.0,7.282761,Person2,hoch Detailgrad,Anime,15
237,ani15g1p9.png,7.0,3.002272,Person2,hoch Detailgrad,Anime,15
461,ani15g1p7.png,6.0,2.218658,Person2,hoch Detailgrad,Anime,15
507,ani15g1p1.png,8.0,2.24973,Person2,hoch Detailgrad,Anime,15
547,ani15g1p8.png,8.0,1.437518,Person2,hoch Detailgrad,Anime,15
565,ani15g1p3.png,10.0,1.345469,Person2,hoch Detailgrad,Anime,15
657,ani15g1p10.png,9.0,2.130265,Person2,hoch Detailgrad,Anime,15
671,ani15g1p2.png,8.0,1.404977,Person2,hoch Detailgrad,Anime,15
26,ani15g1p6.png,8.0,1.826988,Person3,hoch Detailgrad,Anime,15
27,ani15g1p4.png,7.0,2.426446,Person3,hoch Detailgrad,Anime,15
64,ani15g1p5.png,8.0,1.714913,Person3,hoch Detailgrad,Anime,15
118,ani15g1p9.png,7.0,2.578105,Person3,hoch Detailgrad,Anime,15
230,ani15g1p7.png,7.0,1.463027,Person3,hoch Detailgrad,Anime,15
253,ani15g1p1.png,7.0,1.765828,Person3,hoch Detailgrad,Anime,15
273,ani15g1p8.png,8.0,2.249456,Person3,hoch Detailgrad,Anime,15
282,ani15g1p3.png,8.0,1.633471,Person3,hoch Detailgrad,Anime,15
328,ani15g1p10.png,4.0,1.702932,Person3,hoch Detailgrad,Anime,15
335,ani15g1p2.png,6.0,1.574998,Person3,hoch Detailgrad,Anime,15
10,ani15g1p5.png,5.0,1.584535,Person4,hoch Detailgrad,Anime,15
48,ani15g1p2.png,5.0,1.344343,Person4,hoch Detailgrad,Anime,15
114,ani15g1p6.png,8.0,0.85367,Person4,hoch Detailgrad,Anime,15
209,ani15g1p1.png,7.0,1.678351,Person4,hoch Detailgrad,Anime,15
221,ani15g1p3.png,4.0,1.236782,Person4,hoch Detailgrad,Anime,15
233,ani15g1p9.png,4.0,1.884702,Person4,hoch Detailgrad,Anime,15
238,ani15g1p10.png,4.0,2.666114,Person4,hoch Detailgrad,Anime,15
257,ani15g1p7.png,7.0,1.14183,Person4,hoch Detailgrad,Anime,15
279,ani15g1p4.png,6.0,3.558468,Person4,hoch Detailgrad,Anime,15
349,ani15g1p8.png,6.0,3.720291,Person4,hoch Detailgrad,Anime,15
10,ani15g1p5.png,8.0,1.83595,Person5,hoch Detailgrad,Anime,15
48,ani15g1p2.png,3.0,1.418665,Person5,hoch Detailgrad,Anime,15
114,ani15g1p6.png,4.0,3.365516,Person5,hoch Detailgrad,Anime,15
209,ani15g1p1.png,5.0,6.801764,Person5,hoch Detailgrad,Anime,15
221,ani15g1p3.png,6.0,1.120805,Person5,hoch Detailgrad,Anime,15
233,ani15g1p9.png,7.0,5.754793,Person5,hoch Detailgrad,Anime,15
238,ani15g1p10.png,8.0,2.763237,Person5,hoch Detailgrad,Anime,15
257,ani15g1p7.png,4.0,2.029762,Person5,hoch Detailgrad,Anime,15
279,ani15g1p4.png,6.0,1.158076,Person5,hoch Detailgrad,Anime,15
349,ani15g1p8.png,8.0,1.062205,Person5,hoch Detailgrad,Anime,15
72,ani15g1p3.png,7.0,8.769064,Person6,hoch Detailgrad,Anime,15
89,ani15g1p10.png,8.0,1.392863,Person6,hoch Detailgrad,Anime,15
104,ani15g1p6.png,7.0,2.099519,Person6,hoch Detailgrad,Anime,15
113,ani15g1p7.png,6.0,12.71111,Person6,hoch Detailgrad,Anime,15
201,ani15g1p4.png,6.0,1.919448,Person6,hoch Detailgrad,Anime,15
204,ani15g1p8.png,6.0,1.775723,Person6,hoch Detailgrad,Anime,15
293,ani15g1p2.png,7.0,4.749527,Person6,hoch Detailgrad,Anime,15
308,ani15g1p1.png,6.0,1.916305,Person6,hoch Detailgrad,Anime,15
332,ani15g1p9.png,7.0,1.527821,Person6,hoch Detailgrad,Anime,15
346,ani15g1p5.png,7.0,1.488733,Person6,hoch Detailgrad,Anime,15
25,ani15g2p5.png,8.0,4.39958,Person1,mittel Detailgrad,Anime,15
31,ani15g2p10.png,8.0,1.993417,Person1,mittel Detailgrad,Anime,15
82,ani15g2p6.png,8.0,1.561408,Person1,mittel Detailgrad,Anime,15
174,ani15g2p1.png,7.0,2.437337,Person1,mittel Detailgrad,Anime,15
262,ani15g2p4.png,4.0,4.128343,Person1,mittel Detailgrad,Anime,15
328,ani15g2p8.png,8.0,2.254763,Person1,mittel Detailgrad,Anime,15
329,ani15g2p3.png,8.0,1.302242,Person1,mittel Detailgrad,Anime,15
342,ani15g2p9.png,5.0,0.775059,Person1,mittel Detailgrad,Anime,15
347,ani15g2p2.png,6.0,1.781083,Person1,mittel Detailgrad,Anime,15
355,ani15g2p7.png,6.0,3.49361,Person1,mittel Detailgrad,Anime,15
27,ani15g2p8.png,5.0,160.040927,Person2,mittel Detailgrad,Anime,15
61,ani15g2p10.png,5.0,3.593698,Person2,mittel Detailgrad,Anime,15
111,ani15g2p5.png,5.0,4.007733,Person2,mittel Detailgrad,Anime,15
165,ani15g2p4.png,6.0,2.548688,Person2,mittel Detailgrad,Anime,15
323,ani15g2p2.png,5.0,2.694124,Person2,mittel Detailgrad,Anime,15
355,ani15g2p6.png,7.0,2.24861,Person2,mittel Detailgrad,Anime,15
385,ani15g2p9.png,5.0,3.332581,Person2,mittel Detailgrad,Anime,15
557,ani15g2p1.png,5.0,3.062609,Person2,mittel Detailgrad,Anime,15
575,ani15g2p7.png,7.0,1.416204,Person2,mittel Detailgrad,Anime,15
653,ani15g2p3.png,7.0,3.407557,Person2,mittel Detailgrad,Anime,15
13,ani15g2p8.png,7.0,1.44029,Person3,mittel Detailgrad,Anime,15
30,ani15g2p10.png,8.0,2.167687,Person3,mittel Detailgrad,Anime,15
55,ani15g2p5.png,8.0,3.694561,Person3,mittel Detailgrad,Anime,15
82,ani15g2p4.png,6.0,1.766723,Person3,mittel Detailgrad,Anime,15
161,ani15g2p2.png,8.0,1.142507,Person3,mittel Detailgrad,Anime,15
177,ani15g2p6.png,8.0,1.843028,Person3,mittel Detailgrad,Anime,15
192,ani15g2p9.png,5.0,2.292611,Person3,mittel Detailgrad,Anime,15
278,ani15g2p1.png,9.0,1.500657,Person3,mittel Detailgrad,Anime,15
287,ani15g2p7.png,8.0,1.063445,Person3,mittel Detailgrad,Anime,15
326,ani15g2p3.png,8.0,1.243288,Person3,mittel Detailgrad,Anime,15
40,ani15g2p6.png,4.0,0.932747,Person4,mittel Detailgrad,Anime,15
51,ani15g2p7.png,2.0,1.189517,Person4,mittel Detailgrad,Anime,15
164,ani15g2p1.png,4.0,2.736363,Person4,mittel Detailgrad,Anime,15
181,ani15g2p2.png,4.0,1.541214,Person4,mittel Detailgrad,Anime,15
216,ani15g2p8.png,6.0,1.807845,Person4,mittel Detailgrad,Anime,15
249,ani15g2p5.png,5.0,1.150235,Person4,mittel Detailgrad,Anime,15
285,ani15g2p4.png,3.0,1.677427,Person4,mittel Detailgrad,Anime,15
292,ani15g2p3.png,7.0,1.245223,Person4,mittel Detailgrad,Anime,15
312,ani15g2p10.png,3.0,1.669582,Person4,mittel Detailgrad,Anime,15
330,ani15g2p9.png,4.0,0.882957,Person4,mittel Detailgrad,Anime,15
40,ani15g2p6.png,3.0,0.985296,Person5,mittel Detailgrad,Anime,15
51,ani15g2p7.png,9.0,2.224647,Person5,mittel Detailgrad,Anime,15
164,ani15g2p1.png,4.0,1.474921,Person5,mittel Detailgrad,Anime,15
181,ani15g2p2.png,3.0,6.416534,Person5,mittel Detailgrad,Anime,15
216,ani15g2p8.png,5.0,1.007002,Person5,mittel Detailgrad,Anime,15
249,ani15g2p5.png,5.0,13.673271,Person5,mittel Detailgrad,Anime,15
285,ani15g2p4.png,5.0,1.471162,Person5,mittel Detailgrad,Anime,15
292,ani15g2p3.png,7.0,1.115485,Person5,mittel Detailgrad,Anime,15
312,ani15g2p10.png,3.0,1.039897,Person5,mittel Detailgrad,Anime,15
330,ani15g2p9.png,3.0,1.409867,Person5,mittel Detailgrad,Anime,15
25,ani15g2p5.png,5.0,3.74163,Person6,mittel Detailgrad,Anime,15
31,ani15g2p10.png,4.0,2.91981,Person6,mittel Detailgrad,Anime,15
82,ani15g2p6.png,7.0,1.986158,Person6,mittel Detailgrad,Anime,15
174,ani15g2p1.png,7.0,11.607418,Person6,mittel Detailgrad,Anime,15
262,ani15g2p4.png,4.0,9.726545,Person6,mittel Detailgrad,Anime,15
328,ani15g2p8.png,7.0,1.860978,Person6,mittel Detailgrad,Anime,15
329,ani15g2p3.png,7.0,1.248708,Person6,mittel Detailgrad,Anime,15
342,ani15g2p9.png,6.0,1.256717,Person6,mittel Detailgrad,Anime,15
347,ani15g2p2.png,6.0,1.232556,Person6,mittel Detailgrad,Anime,15
355,ani15g2p7.png,7.0,1.483549,Person6,mittel Detailgrad,Anime,15
28,ani15g3p2.png,6.0,2.932442,Person1,wenig Detailgrad,Anime,15
36,ani15g3p7.png,5.0,1.415015,Person1,wenig Detailgrad,Anime,15
79,ani15g3p8.png,9.0,2.825017,Person1,wenig Detailgrad,Anime,15
118,ani15g3p4.png,7.0,2.537668,Person1,wenig Detailgrad,Anime,15
237,ani15g3p1.png,4.0,2.079674,Person1,wenig Detailgrad,Anime,15
249,ani15g3p10.png,7.0,2.008381,Person1,wenig Detailgrad,Anime,15
315,ani15g3p3.png,8.0,2.856128,Person1,wenig Detailgrad,Anime,15
319,ani15g3p6.png,7.0,2.391323,Person1,wenig Detailgrad,Anime,15
352,ani15g3p5.png,8.0,2.355999,Person1,wenig Detailgrad,Anime,15
359,ani15g3p9.png,2.0,3.062404,Person1,wenig Detailgrad,Anime,15
243,ani15g3p3.png,6.0,2.032133,Person2,wenig Detailgrad,Anime,15
285,ani15g3p10.png,4.0,7.797854,Person2,wenig Detailgrad,Anime,15
353,ani15g3p8.png,8.0,3.41755,Person2,wenig Detailgrad,Anime,15
397,ani15g3p2.png,3.0,3.276335,Person2,wenig Detailgrad,Anime,15
503,ani15g3p5.png,8.0,3.612501,Person2,wenig Detailgrad,Anime,15
579,ani15g3p1.png,3.0,1.820949,Person2,wenig Detailgrad,Anime,15
593,ani15g3p7.png,3.0,2.699416,Person2,wenig Detailgrad,Anime,15
665,ani15g3p6.png,3.0,2.679557,Person2,wenig Detailgrad,Anime,15
687,ani15g3p4.png,5.0,3.313365,Person2,wenig Detailgrad,Anime,15
707,ani15g3p9.png,4.0,2.737052,Person2,wenig Detailgrad,Anime,15
121,ani15g3p3.png,7.0,2.002438,Person3,wenig Detailgrad,Anime,15
142,ani15g3p10.png,6.0,1.558824,Person3,wenig Detailgrad,Anime,15
176,ani15g3p8.png,7.0,1.315226,Person3,wenig Detailgrad,Anime,15
198,ani15g3p2.png,3.0,1.706173,Person3,wenig Detailgrad,Anime,15
251,ani15g3p5.png,7.0,1.459511,Person3,wenig Detailgrad,Anime,15
289,ani15g3p1.png,3.0,1.751807,Person3,wenig Detailgrad,Anime,15
296,ani15g3p7.png,7.0,1.65352,Person3,wenig Detailgrad,Anime,15
332,ani15g3p6.png,1.0,1.86548,Person3,wenig Detailgrad,Anime,15
343,ani15g3p4.png,7.0,2.41857,Person3,wenig Detailgrad,Anime,15
353,ani15g3p9.png,8.0,2.533293,Person3,wenig Detailgrad,Anime,15
43,ani15g3p2.png,4.0,1.284704,Person4,wenig Detailgrad,Anime,15
66,ani15g3p8.png,5.0,2.322837,Person4,wenig Detailgrad,Anime,15
87,ani15g3p3.png,3.0,1.197694,Person4,wenig Detailgrad,Anime,15
88,ani15g3p7.png,4.0,1.512714,Person4,wenig Detailgrad,Anime,15
147,ani15g3p6.png,4.0,1.117403,Person4,wenig Detailgrad,Anime,15
148,ani15g3p9.png,7.0,0.863746,Person4,wenig Detailgrad,Anime,15
150,ani15g3p1.png,2.0,1.451856,Person4,wenig Detailgrad,Anime,15
198,ani15g3p10.png,4.0,1.331215,Person4,wenig Detailgrad,Anime,15
213,ani15g3p5.png,3.0,1.34459,Person4,wenig Detailgrad,Anime,15
320,ani15g3p4.png,4.0,1.568198,Person4,wenig Detailgrad,Anime,15
43,ani15g3p2.png,3.0,0.326304,Person5,wenig Detailgrad,Anime,15
66,ani15g3p8.png,5.0,2.286729,Person5,wenig Detailgrad,Anime,15
87,ani15g3p3.png,6.0,1.334484,Person5,wenig Detailgrad,Anime,15
88,ani15g3p7.png,6.0,0.935144,Person5,wenig Detailgrad,Anime,15
147,ani15g3p6.png,3.0,1.169903,Person5,wenig Detailgrad,Anime,15
148,ani15g3p9.png,2.0,1.09246,Person5,wenig Detailgrad,Anime,15
150,ani15g3p1.png,5.0,1.261899,Person5,wenig Detailgrad,Anime,15
198,ani15g3p10.png,2.0,0.992073,Person5,wenig Detailgrad,Anime,15
213,ani15g3p5.png,2.0,0.935498,Person5,wenig Detailgrad,Anime,15
320,ani15g3p4.png,3.0,1.148793,Person5,wenig Detailgrad,Anime,15
28,ani15g3p2.png,5.0,2.106538,Person6,wenig Detailgrad,Anime,15
36,ani15g3p7.png,4.0,1.47839,Person6,wenig Detailgrad,Anime,15
79,ani15g3p8.png,3.0,1.544084,Person6,wenig Detailgrad,Anime,15
118,ani15g3p4.png,5.0,1.736368,Person6,wenig Detailgrad,Anime,15
237,ani15g3p1.png,4.0,1.493674,Person6,wenig Detailgrad,Anime,15
249,ani15g3p10.png,6.0,2.495158,Person6,wenig Detailgrad,Anime,15
315,ani15g3p3.png,5.0,2.001471,Person6,wenig Detailgrad,Anime,15
319,ani15g3p6.png,6.0,1.356229,Person6,wenig Detailgrad,Anime,15
352,ani15g3p5.png,5.0,1.489474,Person6,wenig Detailgrad,Anime,15
359,ani15g3p9.png,5.0,1.74741,Person6,wenig Detailgrad,Anime,15
51,ori15g1p4.png,9.0,4.496285,Person1,hoch Detailgrad,Original,15
74,ori15g1p7.png,10.0,2.421598,Person1,hoch Detailgrad,Original,15
136,ori15g1p1.png,10.0,1.751868,Person1,hoch Detailgrad,Original,15
157,ori15g1p10.png,8.0,3.61678,Person1,hoch Detailgrad,Original,15
209,ori15g1p8.png,8.0,5.342263,Person1,hoch Detailgrad,Original,15
250,ori15g1p9.png,8.0,2.819104,Person1,hoch Detailgrad,Original,15
273,ori15g1p6.png,9.0,2.845596,Person1,hoch Detailgrad,Original,15
303,ori15g1p2.png,9.0,2.214814,Person1,hoch Detailgrad,Original,15
335,ori15g1p5.png,10.0,0.790399,Person1,hoch Detailgrad,Original,15
337,ori15g1p3.png,9.0,2.207822,Person1,hoch Detailgrad,Original,15
101,ori15g1p4.png,10.0,1.940703,Person2,hoch Detailgrad,Original,15
255,ori15g1p5.png,8.0,3.762917,Person2,hoch Detailgrad,Original,15
275,ori15g1p3.png,7.0,1.827348,Person2,hoch Detailgrad,Original,15
311,ori15g1p1.png,10.0,0.948192,Person2,hoch Detailgrad,Original,15
321,ori15g1p2.png,6.0,2.140332,Person2,hoch Detailgrad,Original,15
453,ori15g1p8.png,7.0,1.902807,Person2,hoch Detailgrad,Original,15
479,ori15g1p7.png,7.0,3.270956,Person2,hoch Detailgrad,Original,15
645,ori15g1p6.png,8.0,2.350999,Person2,hoch Detailgrad,Original,15
647,ori15g1p9.png,9.0,2.363514,Person2,hoch Detailgrad,Original,15
669,ori15g1p10.png,9.0,1.736411,Person2,hoch Detailgrad,Original,15
50,ori15g1p4.png,9.0,1.179132,Person3,hoch Detailgrad,Original,15
127,ori15g1p5.png,7.0,2.921851,Person3,hoch Detailgrad,Original,15
137,ori15g1p3.png,7.0,1.795415,Person3,hoch Detailgrad,Original,15
155,ori15g1p1.png,9.0,1.468148,Person3,hoch Detailgrad,Original,15
160,ori15g1p2.png,8.0,1.363794,Person3,hoch Detailgrad,Original,15
226,ori15g1p8.png,8.0,9.835721,Person3,hoch Detailgrad,Original,15
239,ori15g1p7.png,6.0,1.433416,Person3,hoch Detailgrad,Original,15
322,ori15g1p6.png,8.0,1.373946,Person3,hoch Detailgrad,Original,15
323,ori15g1p9.png,8.0,4.868148,Person3,hoch Detailgrad,Original,15
334,ori15g1p10.png,8.0,2.24887,Person3,hoch Detailgrad,Original,15
28,ori15g1p5.png,4.0,1.202746,Person4,hoch Detailgrad,Original,15
34,ori15g1p9.png,5.0,1.782304,Person4,hoch Detailgrad,Original,15
128,ori15g1p1.png,6.0,1.236128,Person4,hoch Detailgrad,Original,15
141,ori15g1p10.png,3.0,1.9791,Person4,hoch Detailgrad,Original,15
146,ori15g1p4.png,3.0,1.012601,Person4,hoch Detailgrad,Original,15
189,ori15g1p7.png,7.0,1.148789,Person4,hoch Detailgrad,Original,15
218,ori15g1p3.png,6.0,0.667039,Person4,hoch Detailgrad,Original,15
326,ori15g1p2.png,6.0,1.309936,Person4,hoch Detailgrad,Original,15
333,ori15g1p8.png,5.0,1.785054,Person4,hoch Detailgrad,Original,15
338,ori15g1p6.png,10.0,1.965265,Person4,hoch Detailgrad,Original,15
28,ori15g1p5.png,6.0,1.111976,Person5,hoch Detailgrad,Original,15
34,ori15g1p9.png,3.0,0.641795,Person5,hoch Detailgrad,Original,15
128,ori15g1p1.png,5.0,4.788626,Person5,hoch Detailgrad,Original,15
141,ori15g1p10.png,5.0,1.760665,Person5,hoch Detailgrad,Original,15
146,ori15g1p4.png,5.0,5.700605,Person5,hoch Detailgrad,Original,15
189,ori15g1p7.png,5.0,2.139571,Person5,hoch Detailgrad,Original,15
218,ori15g1p3.png,3.0,0.730737,Person5,hoch Detailgrad,Original,15
326,ori15g1p2.png,7.0,3.1703,Person5,hoch Detailgrad,Original,15
333,ori15g1p8.png,6.0,1.162541,Person5,hoch Detailgrad,Original,15
338,ori15g1p6.png,8.0,2.322719,Person5,hoch Detailgrad,Original,15
51,ori15g1p4.png,5.0,1.594672,Person6,hoch Detailgrad,Original,15
74,ori15g1p7.png,6.0,6.53689,Person6,hoch Detailgrad,Original,15
136,ori15g1p1.png,7.0,1.605707,Person6,hoch Detailgrad,Original,15
157,ori15g1p10.png,6.0,2.13529,Person6,hoch Detailgrad,Original,15
209,ori15g1p8.png,6.0,8.935647,Person6,hoch Detailgrad,Original,15
250,ori15g1p9.png,8.0,11.381998,Person6,hoch Detailgrad,Original,15
273,ori15g1p6.png,6.0,1.364392,Person6,hoch Detailgrad,Original,15
303,ori15g1p2.png,5.0,1.298371,Person6,hoch Detailgrad,Original,15
335,ori15g1p5.png,9.0,2.159738,Person6,hoch Detailgrad,Original,15
337,ori15g1p3.png,7.0,1.370062,Person6,hoch Detailgrad,Original,15
63,ori15g2p2.png,6.0,1.42603,Person1,mittel Detailgrad,Original,15
170,ori15g2p9.png,3.0,3.322338,Person1,mittel Detailgrad,Original,15
206,ori15g2p6.png,5.0,2.233783,Person1,mittel Detailgrad,Original,15
245,ori15g2p1.png,7.0,2.188675,Person1,mittel Detailgrad,Original,15
271,ori15g2p7.png,8.0,1.535205,Person1,mittel Detailgrad,Original,15
291,ori15g2p4.png,3.0,1.251941,Person1,mittel Detailgrad,Original,15
295,ori15g2p10.png,7.0,1.181634,Person1,mittel Detailgrad,Original,15
325,ori15g2p8.png,9.0,2.123915,Person1,mittel Detailgrad,Original,15
345,ori15g2p5.png,9.0,1.407309,Person1,mittel Detailgrad,Original,15
357,ori15g2p3.png,8.0,4.265758,Person1,mittel Detailgrad,Original,15
15,ori15g2p10.png,4.0,3.257757,Person2,mittel Detailgrad,Original,15
69,ori15g2p2.png,6.0,2.760318,Person2,mittel Detailgrad,Original,15
229,ori15g2p9.png,4.0,2.320906,Person2,mittel Detailgrad,Original,15
251,ori15g2p5.png,4.0,3.869664,Person2,mittel Detailgrad,Original,15
271,ori15g2p1.png,4.0,4.441277,Person2,mittel Detailgrad,Original,15
307,ori15g2p4.png,6.0,2.930886,Person2,mittel Detailgrad,Original,15
317,ori15g2p8.png,7.0,2.493764,Person2,mittel Detailgrad,Original,15
359,ori15g2p6.png,6.0,2.165481,Person2,mittel Detailgrad,Original,15
421,ori15g2p7.png,5.0,3.02535,Person2,mittel Detailgrad,Original,15
427,ori15g2p3.png,7.0,2.714073,Person2,mittel Detailgrad,Original,15
7,ori15g2p10.png,4.0,1.721497,Person3,mittel Detailgrad,Original,15
34,ori15g2p2.png,8.0,2.027343,Person3,mittel Detailgrad,Original,15
114,ori15g2p9.png,8.0,2.275705,Person3,mittel Detailgrad,Original,15
125,ori15g2p5.png,1.0,2.08439,Person3,mittel Detailgrad,Original,15
135,ori15g2p1.png,8.0,2.005868,Person3,mittel Detailgrad,Original,15
153,ori15g2p4.png,2.0,1.316456,Person3,mittel Detailgrad,Original,15
158,ori15g2p8.png,8.0,8.367048,Person3,mittel Detailgrad,Original,15
179,ori15g2p6.png,7.0,1.824032,Person3,mittel Detailgrad,Original,15
210,ori15g2p7.png,6.0,1.80934,Person3,mittel Detailgrad,Original,15
213,ori15g2p3.png,7.0,1.982927,Person3,mittel Detailgrad,Original,15
5,ori15g2p2.png,6.0,4.296397,Person4,mittel Detailgrad,Original,15
29,ori15g2p6.png,5.0,1.402863,Person4,mittel Detailgrad,Original,15
74,ori15g2p5.png,2.0,1.184794,Person4,mittel Detailgrad,Original,15
134,ori15g2p9.png,4.0,0.951549,Person4,mittel Detailgrad,Original,15
194,ori15g2p1.png,4.0,1.075297,Person4,mittel Detailgrad,Original,15
234,ori15g2p10.png,4.0,3.556644,Person4,mittel Detailgrad,Original,15
262,ori15g2p7.png,6.0,3.761465,Person4,mittel Detailgrad,Original,15
283,ori15g2p3.png,10.0,3.333363,Person4,mittel Detailgrad,Original,15
290,ori15g2p8.png,6.0,1.765391,Person4,mittel Detailgrad,Original,15
299,ori15g2p4.png,3.0,1.248633,Person4,mittel Detailgrad,Original,15
5,ori15g2p2.png,5.0,1.406945,Person5,mittel Detailgrad,Original,15
29,ori15g2p6.png,5.0,0.773696,Person5,mittel Detailgrad,Original,15
74,ori15g2p5.png,7.0,1.38913,Person5,mittel Detailgrad,Original,15
134,ori15g2p9.png,4.0,3.698783,Person5,mittel Detailgrad,Original,15
194,ori15g2p1.png,4.0,1.203646,Person5,mittel Detailgrad,Original,15
234,ori15g2p10.png,4.0,4.308919,Person5,mittel Detailgrad,Original,15
262,ori15g2p7.png,3.0,1.611239,Person5,mittel Detailgrad,Original,15
283,ori15g2p3.png,5.0,1.570252,Person5,mittel Detailgrad,Original,15
290,ori15g2p8.png,5.0,8.890816,Person5,mittel Detailgrad,Original,15
299,ori15g2p4.png,6.0,6.703073,Person5,mittel Detailgrad,Original,15
63,ori15g2p2.png,5.0,1.975665,Person6,mittel Detailgrad,Original,15
170,ori15g2p9.png,6.0,1.269829,Person6,mittel Detailgrad,Original,15
206,ori15g2p6.png,5.0,1.783989,Person6,mittel Detailgrad,Original,15
245,ori15g2p1.png,8.0,1.741691,Person6,mittel Detailgrad,Original,15
271,ori15g2p7.png,7.0,1.747917,Person6,mittel Detailgrad,Original,15
291,ori15g2p4.png,4.0,2.788037,Person6,mittel Detailgrad,Original,15
295,ori15g2p10.png,6.0,1.745897,Person6,mittel Detailgrad,Original,15
325,ori15g2p8.png,5.0,1.243364,Person6,mittel Detailgrad,Original,15
345,ori15g2p5.png,6.0,1.367027,Person6,mittel Detailgrad,Original,15
357,ori15g2p3.png,7.0,1.156271,Person6,mittel Detailgrad,Original,15
12,ori15g3p7.png,7.0,7.070179,Person1,wenig Detailgrad,Original,15
116,ori15g3p5.png,9.0,2.333063,Person1,wenig Detailgrad,Original,15
123,ori15g3p8.png,9.0,2.119818,Person1,wenig Detailgrad,Original,15
124,ori15g3p3.png,9.0,0.995695,Person1,wenig Detailgrad,Original,15
137,ori15g3p10.png,7.0,4.095704,Person1,wenig Detailgrad,Original,15
171,ori15g3p6.png,7.0,3.283245,Person1,wenig Detailgrad,Original,15
202,ori15g3p9.png,3.0,3.092094,Person1,wenig Detailgrad,Original,15
203,ori15g3p1.png,3.0,2.973001,Person1,wenig Detailgrad,Original,15
294,ori15g3p4.png,7.0,1.470648,Person1,wenig Detailgrad,Original,15
326,ori15g3p2.png,8.0,2.386156,Person1,wenig Detailgrad,Original,15
81,ori15g3p10.png,4.0,3.648177,Person2,wenig Detailgrad,Original,15
87,ori15g3p2.png,6.0,5.529368,Person2,wenig Detailgrad,Original,15
93,ori15g3p1.png,4.0,2.365113,Person2,wenig Detailgrad,Original,15
121,ori15g3p4.png,4.0,3.925297,Person2,wenig Detailgrad,Original,15
335,ori15g3p8.png,3.0,2.155158,Person2,wenig Detailgrad,Original,15
349,ori15g3p5.png,5.0,3.401572,Person2,wenig Detailgrad,Original,15
393,ori15g3p7.png,4.0,2.706975,Person2,wenig Detailgrad,Original,15
529,ori15g3p9.png,3.0,5.196224,Person2,wenig Detailgrad,Original,15
609,ori15g3p3.png,6.0,2.259827,Person2,wenig Detailgrad,Original,15
717,ori15g3p6.png,5.0,2.293765,Person2,wenig Detailgrad,Original,15
40,ori15g3p10.png,8.0,2.066673,Person3,wenig Detailgrad,Original,15
43,ori15g3p2.png,9.0,3.691353,Person3,wenig Detailgrad,Original,15
46,ori15g3p1.png,7.0,2.897063,Person3,wenig Detailgrad,Original,15
60,ori15g3p4.png,4.0,1.570736,Person3,wenig Detailgrad,Original,15
167,ori15g3p8.png,7.0,1.305443,Person3,wenig Detailgrad,Original,15
174,ori15g3p5.png,8.0,4.819275,Person3,wenig Detailgrad,Original,15
196,ori15g3p7.png,8.0,1.394334,Person3,wenig Detailgrad,Original,15
