,test_image,response,resptime,observer,group,type,noise
105,ori25g3p10.png,3.0,12.951355,Person2,wenig Detailgrad,Original,25
363,ori25g3p8.png,2.0,2.408269,Person2,wenig Detailgrad,Original,25
477,ori25g3p2.png,4.0,1.518362,Person2,wenig Detailgrad,Original,25
591,ori25g3p1.png,2.0,1.071945,Person2,wenig Detailgrad,Original,25
613,ori25g3p3.png,3.0,1.690295,Person2,wenig Detailgrad,Original,25
617,ori25g3p7.png,2.0,1.811192,Person2,wenig Detailgrad,Original,25
663,ori25g3p6.png,3.0,2.2156,Person2,wenig Detailgrad,Original,25
667,ori25g3p4.png,2.0,1.293785,Person2,wenig Detailgrad,Original,25
23,ori25g3p9.png,6.0,2.145597,Person3,wenig Detailgrad,Original,25
29,ori25g3p5.png,4.0,1.513878,Person3,wenig Detailgrad,Original,25
52,ori25g3p10.png,8.0,1.509853,Person3,wenig Detailgrad,Original,25
181,ori25g3p8.png,5.0,2.344703,Person3,wenig Detailgrad,Original,25
238,ori25g3p2.png,6.0,1.027446,Person3,wenig Detailgrad,Original,25
295,ori25g3p1.png,1.0,0.823533,Person3,wenig Detailgrad,Original,25
306,ori25g3p3.png,3.0,1.277149,Person3,wenig Detailgrad,Original,25
308,ori25g3p7.png,3.0,1.263598,Person3,wenig Detailgrad,Original,25
331,ori25g3p6.png,2.0,3.954288,Person3,wenig Detailgrad,Original,25
333,ori25g3p4.png,5.0,2.388728,Person3,wenig Detailgrad,Original,25
41,ori25g3p6.png,3.0,0.835145,Person4,wenig Detailgrad,Original,25
67,ori25g3p9.png,1.0,0.819329,Person4,wenig Detailgrad,Original,25
89,ori25g3p10.png,4.0,1.488187,Person4,wenig Detailgrad,Original,25
169,ori25g3p4.png,4.0,1.335242,Person4,wenig Detailgrad,Original,25
202,ori25g3p2.png,2.0,0.910969,Person4,wenig Detailgrad,Original,25
208,ori25g3p7.png,3.0,0.973292,Person4,wenig Detailgrad,Original,25
245,ori25g3p1.png,3.0,2.454038,Person4,wenig Detailgrad,Original,25
269,ori25g3p5.png,4.0,1.035931,Person4,wenig Detailgrad,Original,25
297,ori25g3p3.png,2.0,0.910508,Person4,wenig Detailgrad,Original,25
327,ori25g3p8.png,4.0,0.907672,Person4,wenig Detailgrad,Original,25
41,ori25g3p6.png,5.0,1.023283,Person5,wenig Detailgrad,Original,25
67,ori25g3p9.png,4.0,1.391503,Person5,wenig Detailgrad,Original,25
89,ori25g3p10.png,5.0,0.677715,Person5,wenig Detailgrad,Original,25
169,ori25g3p4.png,4.0,3.639632,Person5,wenig Detailgrad,Original,25
202,ori25g3p2.png,4.0,1.075177,Person5,wenig Detailgrad,Original,25
208,ori25g3p7.png,3.0,20.345781,Person5,wenig Detailgrad,Original,25
245,ori25g3p1.png,5.0,0.239094,Person5,wenig Detailgrad,Original,25
269,ori25g3p5.png,3.0,2.686629,Person5,wenig Detailgrad,Original,25
297,ori25g3p3.png,4.0,1.470043,Person5,wenig Detailgrad,Original,25
327,ori25g3p8.png,4.0,0.86185,Person5,wenig Detailgrad,Original,25
11,ori25g3p4.png,2.0,1.369815,Person6,wenig Detailgrad,Original,25
29,ori25g3p10.png,2.0,1.22861,Person6,wenig Detailgrad,Original,25
52,ori25g3p8.png,4.0,1.888898,Person6,wenig Detailgrad,Original,25
57,ori25g3p7.png,3.0,4.606786,Person6,wenig Detailgrad,Original,25
129,ori25g3p5.png,4.0,3.386606,Person6,wenig Detailgrad,Original,25
165,ori25g3p9.png,3.0,1.509488,Person6,wenig Detailgrad,Original,25
168,ori25g3p3.png,4.0,1.004407,Person6,wenig Detailgrad,Original,25
247,ori25g3p6.png,4.0,2.112794,Person6,wenig Detailgrad,Original,25
312,ori25g3p1.png,5.0,0.989103,Person6,wenig Detailgrad,Original,25
338,ori25g3p2.png,3.0,1.104838,Person6,wenig Detailgrad,Original,25
2,ani35g1p1.png,3.0,2.183507,Person1,hoch Detailgrad,Anime,35
10,ani35g1p5.png,4.0,3.324748,Person1,hoch Detailgrad,Anime,35
47,ani35g1p6.png,5.0,2.131705,Person1,hoch Detailgrad,Anime,35
65,ani35g1p9.png,3.0,2.391069,Person1,hoch Detailgrad,Anime,35
115,ani35g1p2.png,3.0,2.735437,Person1,hoch Detailgrad,Anime,35
148,ani35g1p7.png,1.0,1.096864,Person1,hoch Detailgrad,Anime,35
175,ani35g1p8.png,5.0,2.727044,Person1,hoch Detailgrad,Anime,35
219,ani35g1p4.png,10.0,0.900987,Person1,hoch Detailgrad,Anime,35
266,ani35g1p3.png,3.0,1.781361,Person1,hoch Detailgrad,Anime,35
333,ani35g1p10.png,4.0,4.791176,Person1,hoch Detailgrad,Anime,35
169,ani35g1p8.png,2.0,3.602557,Person2,hoch Detailgrad,Anime,35
201,ani35g1p6.png,2.0,1.953672,Person2,hoch Detailgrad,Anime,35
289,ani35g1p1.png,2.0,2.482703,Person2,hoch Detailgrad,Anime,35
483,ani35g1p10.png,2.0,1.935179,Person2,hoch Detailgrad,Anime,35
537,ani35g1p5.png,2.0,2.612006,Person2,hoch Detailgrad,Anime,35
585,ani35g1p9.png,1.0,0.88404,Person2,hoch Detailgrad,Anime,35
595,ani35g1p7.png,2.0,3.26027,Person2,hoch Detailgrad,Anime,35
625,ani35g1p4.png,3.0,1.780848,Person2,hoch Detailgrad,Anime,35
639,ani35g1p3.png,2.0,1.514077,Person2,hoch Detailgrad,Anime,35
675,ani35g1p2.png,3.0,1.994244,Person2,hoch Detailgrad,Anime,35
84,ani35g1p8.png,4.0,1.987129,Person3,hoch Detailgrad,Anime,35
100,ani35g1p6.png,2.0,1.936037,Person3,hoch Detailgrad,Anime,35
144,ani35g1p1.png,3.0,1.508969,Person3,hoch Detailgrad,Anime,35
241,ani35g1p10.png,5.0,2.567475,Person3,hoch Detailgrad,Anime,35
268,ani35g1p5.png,7.0,1.825871,Person3,hoch Detailgrad,Anime,35
292,ani35g1p9.png,2.0,1.039897,Person3,hoch Detailgrad,Anime,35
297,ani35g1p7.png,3.0,1.312424,Person3,hoch Detailgrad,Anime,35
312,ani35g1p4.png,2.0,2.609088,Person3,hoch Detailgrad,Anime,35
319,ani35g1p3.png,5.0,1.344793,Person3,hoch Detailgrad,Anime,35
337,ani35g1p2.png,2.0,1.68214,Person3,hoch Detailgrad,Anime,35
11,ani35g1p4.png,3.0,14.731928,Person4,hoch Detailgrad,Anime,35
13,ani35g1p1.png,2.0,1.809927,Person4,hoch Detailgrad,Anime,35
170,ani35g1p6.png,3.0,0.916891,Person4,hoch Detailgrad,Anime,35
171,ani35g1p9.png,3.0,0.796797,Person4,hoch Detailgrad,Anime,35
207,ani35g1p3.png,4.0,1.156329,Person4,hoch Detailgrad,Anime,35
251,ani35g1p10.png,3.0,1.075485,Person4,hoch Detailgrad,Anime,35
266,ani35g1p7.png,2.0,1.1392,Person4,hoch Detailgrad,Anime,35
287,ani35g1p5.png,4.0,1.36721,Person4,hoch Detailgrad,Anime,35
305,ani35g1p8.png,4.0,1.581735,Person4,hoch Detailgrad,Anime,35
336,ani35g1p2.png,4.0,1.730259,Person4,hoch Detailgrad,Anime,35
11,ani35g1p4.png,3.0,2.153963,Person5,hoch Detailgrad,Anime,35
13,ani35g1p1.png,3.0,0.278426,Person5,hoch Detailgrad,Anime,35
170,ani35g1p6.png,2.0,1.272755,Person5,hoch Detailgrad,Anime,35
171,ani35g1p9.png,2.0,0.817136,Person5,hoch Detailgrad,Anime,35
207,ani35g1p3.png,3.0,3.286219,Person5,hoch Detailgrad,Anime,35
251,ani35g1p10.png,2.0,1.663273,Person5,hoch Detailgrad,Anime,35
266,ani35g1p7.png,3.0,0.874691,Person5,hoch Detailgrad,Anime,35
287,ani35g1p5.png,4.0,1.610317,Person5,hoch Detailgrad,Anime,35
305,ani35g1p8.png,5.0,1.428657,Person5,hoch Detailgrad,Anime,35
336,ani35g1p2.png,3.0,1.145788,Person5,hoch Detailgrad,Anime,35
2,ani35g1p1.png,2.0,3.619122,Person6,hoch Detailgrad,Anime,35
10,ani35g1p5.png,2.0,1.489365,Person6,hoch Detailgrad,Anime,35
47,ani35g1p6.png,3.0,1.371356,Person6,hoch Detailgrad,Anime,35
65,ani35g1p9.png,4.0,3.530472,Person6,hoch Detailgrad,Anime,35
115,ani35g1p2.png,4.0,1.996177,Person6,hoch Detailgrad,Anime,35
148,ani35g1p7.png,3.0,3.248262,Person6,hoch Detailgrad,Anime,35
175,ani35g1p8.png,3.0,1.384593,Person6,hoch Detailgrad,Anime,35
219,ani35g1p4.png,3.0,3.502602,Person6,hoch Detailgrad,Anime,35
266,ani35g1p3.png,4.0,1.917998,Person6,hoch Detailgrad,Anime,35
333,ani35g1p10.png,5.0,1.384365,Person6,hoch Detailgrad,Anime,35
68,ani35g2p10.png,3.0,2.469049,Person1,mittel Detailgrad,Anime,35
102,ani35g2p3.png,2.0,1.225064,Person1,mittel Detailgrad,Anime,35
130,ani35g2p6.png,2.0,0.943975,Person1,mittel Detailgrad,Anime,35
144,ani35g2p1.png,3.0,1.82596,Person1,mittel Detailgrad,Anime,35
147,ani35g2p2.png,1.0,0.655659,Person1,mittel Detailgrad,Anime,35
152,ani35g2p7.png,2.0,2.67315,Person1,mittel Detailgrad,Anime,35
198,ani35g2p4.png,1.0,1.538827,Person1,mittel Detailgrad,Anime,35
252,ani35g2p8.png,2.0,2.590766,Person1,mittel Detailgrad,Anime,35
292,ani35g2p5.png,4.0,4.32811,Person1,mittel Detailgrad,Anime,35
339,ani35g2p9.png,3.0,1.512076,Person1,mittel Detailgrad,Anime,35
137,ani35g2p2.png,2.0,2.677664,Person2,mittel Detailgrad,Anime,35
145,ani35g2p4.png,1.0,2.955847,Person2,mittel Detailgrad,Anime,35
223,ani35g2p7.png,3.0,1.579504,Person2,mittel Detailgrad,Anime,35
281,ani35g2p3.png,2.0,2.842497,Person2,mittel Detailgrad,Anime,35
287,ani35g2p10.png,2.0,1.851505,Person2,mittel Detailgrad,Anime,35
333,ani35g2p1.png,2.0,4.733045,Person2,mittel Detailgrad,Anime,35
439,ani35g2p6.png,3.0,1.988713,Person2,mittel Detailgrad,Anime,35
521,ani35g2p8.png,2.0,6.945843,Person2,mittel Detailgrad,Anime,35
541,ani35g2p9.png,3.0,2.062432,Person2,mittel Detailgrad,Anime,35
635,ani35g2p5.png,1.0,1.198183,Person2,mittel Detailgrad,Anime,35
68,ani35g2p2.png,3.0,3.817868,Person3,mittel Detailgrad,Anime,35
72,ani35g2p4.png,2.0,3.311491,Person3,mittel Detailgrad,Anime,35
111,ani35g2p7.png,3.0,4.223181,Person3,mittel Detailgrad,Anime,35
140,ani35g2p3.png,4.0,2.524599,Person3,mittel Detailgrad,Anime,35
143,ani35g2p10.png,5.0,1.477089,Person3,mittel Detailgrad,Anime,35
166,ani35g2p1.png,5.0,1.613395,Person3,mittel Detailgrad,Anime,35
219,ani35g2p6.png,3.0,3.833815,Person3,mittel Detailgrad,Anime,35
260,ani35g2p8.png,4.0,1.932282,Person3,mittel Detailgrad,Anime,35
270,ani35g2p9.png,3.0,1.487873,Person3,mittel Detailgrad,Anime,35
317,ani35g2p5.png,3.0,2.113158,Person3,mittel Detailgrad,Anime,35
7,ani35g2p9.png,1.0,7.243566,Person4,mittel Detailgrad,Anime,35
24,ani35g2p6.png,1.0,0.854269,Person4,mittel Detailgrad,Anime,35
33,ani35g2p3.png,3.0,0.874598,Person4,mittel Detailgrad,Anime,35
129,ani35g2p4.png,3.0,0.738721,Person4,mittel Detailgrad,Anime,35
193,ani35g2p10.png,3.0,1.303172,Person4,mittel Detailgrad,Anime,35
205,ani35g2p7.png,1.0,0.812196,Person4,mittel Detailgrad,Anime,35
231,ani35g2p1.png,3.0,1.25028,Person4,mittel Detailgrad,Anime,35
268,ani35g2p8.png,2.0,1.347971,Person4,mittel Detailgrad,Anime,35
273,ani35g2p2.png,4.0,0.728032,Person4,mittel Detailgrad,Anime,35
302,ani35g2p5.png,3.0,0.885911,Person4,mittel Detailgrad,Anime,35
7,ani35g2p9.png,3.0,1.265516,Person5,mittel Detailgrad,Anime,35
24,ani35g2p6.png,2.0,1.063586,Person5,mittel Detailgrad,Anime,35
33,ani35g2p3.png,2.0,2.312458,Person5,mittel Detailgrad,Anime,35
129,ani35g2p4.png,4.0,1.03137,Person5,mittel Detailgrad,Anime,35
193,ani35g2p10.png,3.0,1.03977,Person5,mittel Detailgrad,Anime,35
205,ani35g2p7.png,2.0,0.904994,Person5,mittel Detailgrad,Anime,35
231,ani35g2p1.png,2.0,1.075165,Person5,mittel Detailgrad,Anime,35
268,ani35g2p8.png,1.0,1.479299,Person5,mittel Detailgrad,Anime,35
273,ani35g2p2.png,3.0,4.825298,Person5,mittel Detailgrad,Anime,35
302,ani35g2p5.png,3.0,0.885327,Person5,mittel Detailgrad,Anime,35
68,ani35g2p10.png,3.0,2.859466,Person6,mittel Detailgrad,Anime,35
102,ani35g2p3.png,3.0,1.24567,Person6,mittel Detailgrad,Anime,35
130,ani35g2p6.png,3.0,1.481191,Person6,mittel Detailgrad,Anime,35
144,ani35g2p1.png,3.0,1.382337,Person6,mittel Detailgrad,Anime,35
147,ani35g2p2.png,1.0,1.538903,Person6,mittel Detailgrad,Anime,35
152,ani35g2p7.png,4.0,1.157904,Person6,mittel Detailgrad,Anime,35
198,ani35g2p4.png,3.0,2.769668,Person6,mittel Detailgrad,Anime,35
252,ani35g2p8.png,4.0,3.422214,Person6,mittel Detailgrad,Anime,35
292,ani35g2p5.png,2.0,2.505546,Person6,mittel Detailgrad,Anime,35
339,ani35g2p9.png,2.0,1.043742,Person6,mittel Detailgrad,Anime,35
4,ani35g3p1.png,1.0,0.777926,Person1,wenig Detailgrad,Anime,35
32,ani35g3p3.png,3.0,2.090912,Person1,wenig Detailgrad,Anime,35
35,ani35g3p6.png,2.0,1.527864,Person1,wenig Detailgrad,Anime,35
44,ani35g3p5.png,4.0,2.833697,Person1,wenig Detailgrad,Anime,35
69,ani35g3p9.png,1.0,1.436223,Person1,wenig Detailgrad,Anime,35
71,ani35g3p4.png,1.0,0.810795,Person1,wenig Detailgrad,Anime,35
109,ani35g3p2.png,1.0,0.768726,Person1,wenig Detailgrad,Anime,35
166,ani35g3p10.png,1.0,0.752745,Person1,wenig Detailgrad,Anime,35
314,ani35g3p8.png,2.0,2.314536,Person1,wenig Detailgrad,Anime,35
340,ani35g3p7.png,3.0,1.394772,Person1,wenig Detailgrad,Anime,35
125,ani35g3p3.png,2.0,2.120798,Person2,wenig Detailgrad,Anime,35
181,ani35g3p5.png,2.0,4.240516,Person2,wenig Detailgrad,Anime,35
247,ani35g3p10.png,1.0,0.73797,Person2,wenig Detailgrad,Anime,35
339,ani35g3p4.png,3.0,2.542058,Person2,wenig Detailgrad,Anime,35
469,ani35g3p1.png,1.0,1.158827,Person2,wenig Detailgrad,Anime,35
549,ani35g3p6.png,2.0,1.526217,Person2,wenig Detailgrad,Anime,35
577,ani35g3p2.png,2.0,1.819067,Person2,wenig Detailgrad,Anime,35
627,ani35g3p9.png,1.0,1.44173,Person2,wenig Detailgrad,Anime,35
703,ani35g3p8.png,1.0,0.66043,Person2,wenig Detailgrad,Anime,35
713,ani35g3p7.png,2.0,5.439967,Person2,wenig Detailgrad,Anime,35
62,ani35g3p3.png,7.0,1.264174,Person3,wenig Detailgrad,Anime,35
90,ani35g3p5.png,1.0,1.038218,Person3,wenig Detailgrad,Anime,35
123,ani35g3p10.png,10.0,1.268986,Person3,wenig Detailgrad,Anime,35
169,ani35g3p4.png,4.0,1.61467,Person3,wenig Detailgrad,Anime,35
234,ani35g3p1.png,1.0,1.213062,Person3,wenig Detailgrad,Anime,35
274,ani35g3p6.png,1.0,4.830328,Person3,wenig Detailgrad,Anime,35
288,ani35g3p2.png,1.0,1.458066,Person3,wenig Detailgrad,Anime,35
313,ani35g3p9.png,1.0,1.518049,Person3,wenig Detailgrad,Anime,35
351,ani35g3p8.png,1.0,0.835135,Person3,wenig Detailgrad,Anime,35
356,ani35g3p7.png,1.0,8.162406,Person3,wenig Detailgrad,Anime,35
30,ani35g3p1.png,1.0,1.586477,Person4,wenig Detailgrad,Anime,35
76,ani35g3p4.png,2.0,2.357875,Person4,wenig Detailgrad,Anime,35
93,ani35g3p7.png,1.0,0.818051,Person4,wenig Detailgrad,Anime,35
123,ani35g3p8.png,2.0,2.136352,Person4,wenig Detailgrad,Anime,35
159,ani35g3p10.png,1.0,0.604325,Person4,wenig Detailgrad,Anime,35
182,ani35g3p9.png,3.0,1.214579,Person4,wenig Detailgrad,Anime,35
212,ani35g3p2.png,2.0,1.069847,Person4,wenig Detailgrad,Anime,35
223,ani35g3p3.png,1.0,0.600446,Person4,wenig Detailgrad,Anime,35
254,ani35g3p5.png,4.0,0.737144,Person4,wenig Detailgrad,Anime,35
331,ani35g3p6.png,3.0,0.858339,Person4,wenig Detailgrad,Anime,35
30,ani35g3p1.png,3.0,1.101436,Person5,wenig Detailgrad,Anime,35
76,ani35g3p4.png,4.0,1.433746,Person5,wenig Detailgrad,Anime,35
93,ani35g3p7.png,2.0,0.80874,Person5,wenig Detailgrad,Anime,35
123,ani35g3p8.png,4.0,1.124132,Person5,wenig Detailgrad,Anime,35
159,ani35g3p10.png,1.0,0.934792,Person5,wenig Detailgrad,Anime,35
182,ani35g3p9.png,2.0,0.896348,Person5,wenig Detailgrad,Anime,35
212,ani35g3p2.png,2.0,0.806722,Person5,wenig Detailgrad,Anime,35
223,ani35g3p3.png,3.0,1.458117,Person5,wenig Detailgrad,Anime,35
254,ani35g3p5.png,2.0,1.102205,Person5,wenig Detailgrad,Anime,35
331,ani35g3p6.png,1.0,1.069123,Person5,wenig Detailgrad,Anime,35
4,ani35g3p1.png,4.0,1.755017,Person6,wenig Detailgrad,Anime,35
32,ani35g3p3.png,3.0,1.370034,Person6,wenig Detailgrad,Anime,35
35,ani35g3p6.png,3.0,1.487999,Person6,wenig Detailgrad,Anime,35
44,ani35g3p5.png,3.0,1.490152,Person6,wenig Detailgrad,Anime,35
69,ani35g3p9.png,1.0,1.23729,Person6,wenig Detailgrad,Anime,35
71,ani35g3p4.png,5.0,1.749514,Person6,wenig Detailgrad,Anime,35
109,ani35g3p2.png,4.0,6.23833,Person6,wenig Detailgrad,Anime,35
166,ani35g3p10.png,1.0,0.996336,Person6,wenig Detailgrad,Anime,35
314,ani35g3p8.png,2.0,0.871439,Person6,wenig Detailgrad,Anime,35
340,ani35g3p7.png,3.0,0.984135,Person6,wenig Detailgrad,Anime,35
15,ori35g1p4.png,3.0,1.657469,Person1,hoch Detailgrad,Original,35
37,ori35g1p1.png,3.0,4.03501,Person1,hoch Detailgrad,Original,35
60,ori35g1p7.png,3.0,4.631051,Person1,hoch Detailgrad,Original,35
70,ori35g1p5.png,2.0,1.49554,Person1,hoch Detailgrad,Original,35
99,ori35g1p2.png,3.0,5.467321,Person1,hoch Detailgrad,Original,35
186,ori35g1p6.png,2.0,3.618797,Person1,hoch Detailgrad,Original,35
226,ori35g1p3.png,3.0,1.76076,Person1,hoch Detailgrad,Original,35
228,ori35g1p8.png,1.0,1.334715,Person1,hoch Detailgrad,Original,35
300,ori35g1p10.png,1.0,0.99465,Person1,hoch Detailgrad,Original,35
358,ori35g1p9.png,3.0,1.681227,Person1,hoch Detailgrad,Original,35
43,ori35g1p8.png,3.0,4.243208,Person2,hoch Detailgrad,Original,35
153,ori35g1p3.png,2.0,2.584694,Person2,hoch Detailgrad,Original,35
227,ori35g1p10.png,2.0,2.783872,Person2,hoch Detailgrad,Original,35
277,ori35g1p1.png,4.0,2.770123,Person2,hoch Detailgrad,Original,35
329,ori35g1p9.png,2.0,2.119642,Person2,hoch Detailgrad,Original,35
481,ori35g1p7.png,2.0,2.051487,Person2,hoch Detailgrad,Original,35
545,ori35g1p4.png,2.0,1.786481,Person2,hoch Detailgrad,Original,35
567,ori35g1p2.png,2.0,5.617467,Person2,hoch Detailgrad,Original,35
637,ori35g1p6.png,2.0,1.517642,Person2,hoch Detailgrad,Original,35
683,ori35g1p5.png,2.0,0.963862,Person2,hoch Detailgrad,Original,35
21,ori35g1p8.png,2.0,1.936403,Person3,hoch Detailgrad,Original,35
76,ori35g1p3.png,1.0,0.628857,Person3,hoch Detailgrad,Original,35
113,ori35g1p10.png,4.0,5.592154,Person3,hoch Detailgrad,Original,35
138,ori35g1p1.png,6.0,2.324339,Person3,hoch Detailgrad,Original,35
164,ori35g1p9.png,3.0,1.136749,Person3,hoch Detailgrad,Original,35
240,ori35g1p7.png,4.0,1.310329,Person3,hoch Detailgrad,Original,35
272,ori35g1p4.png,7.0,1.322976,Person3,hoch Detailgrad,Original,35
283,ori35g1p2.png,2.0,5.741055,Person3,hoch Detailgrad,Original,35
318,ori35g1p6.png,3.0,1.250106,Person3,hoch Detailgrad,Original,35
341,ori35g1p5.png,4.0,2.487265,Person3,hoch Detailgrad,Original,35
2,ori35g1p4.png,1.0,1.106874,Person4,hoch Detailgrad,Original,35
27,ori35g1p8.png,3.0,1.919609,Person4,hoch Detailgrad,Original,35
98,ori35g1p10.png,2.0,1.128066,Person4,hoch Detailgrad,Original,35
101,ori35g1p6.png,3.0,1.454882,Person4,hoch Detailgrad,Original,35
107,ori35g1p1.png,5.0,1.458135,Person4,hoch Detailgrad,Original,35
211,ori35g1p3.png,4.0,1.14063,Person4,hoch Detailgrad,Original,35
272,ori35g1p2.png,4.0,0.885919,Person4,hoch Detailgrad,Original,35
293,ori35g1p7.png,3.0,0.877528,Person4,hoch Detailgrad,Original,35
332,ori35g1p5.png,2.0,0.973963,Person4,hoch Detailgrad,Original,35
334,ori35g1p9.png,4.0,0.955854,Person4,hoch Detailgrad,Original,35
2,ori35g1p4.png,3.0,1.386206,Person5,hoch Detailgrad,Original,35
27,ori35g1p8.png,4.0,0.735783,Person5,hoch Detailgrad,Original,35
98,ori35g1p10.png,3.0,1.431883,Person5,hoch Detailgrad,Original,35
101,ori35g1p6.png,2.0,1.197063,Person5,hoch Detailgrad,Original,35
107,ori35g1p1.png,3.0,6.341496,Person5,hoch Detailgrad,Original,35
211,ori35g1p3.png,2.0,0.864686,Person5,hoch Detailgrad,Original,35
272,ori35g1p2.png,4.0,1.607697,Person5,hoch Detailgrad,Original,35
293,ori35g1p7.png,3.0,1.916368,Person5,hoch Detailgrad,Original,35
332,ori35g1p5.png,2.0,1.270439,Person5,hoch Detailgrad,Original,35
334,ori35g1p9.png,3.0,2.090328,Person5,hoch Detailgrad,Original,35
15,ori35g1p4.png,2.0,1.518862,Person6,hoch Detailgrad,Original,35
37,ori35g1p1.png,4.0,1.656428,Person6,hoch Detailgrad,Original,35
60,ori35g1p7.png,2.0,1.772842,Person6,hoch Detailgrad,Original,35
70,ori35g1p5.png,3.0,1.738383,Person6,hoch Detailgrad,Original,35
99,ori35g1p2.png,4.0,1.483518,Person6,hoch Detailgrad,Original,35
186,ori35g1p6.png,5.0,18.660765,Person6,hoch Detailgrad,Original,35
226,ori35g1p3.png,4.0,1.137105,Person6,hoch Detailgrad,Original,35
228,ori35g1p8.png,3.0,1.151485,Person6,hoch Detailgrad,Original,35
300,ori35g1p10.png,4.0,1.114833,Person6,hoch Detailgrad,Original,35
358,ori35g1p9.png,3.0,1.377995,Person6,hoch Detailgrad,Original,35
26,ori35g2p6.png,2.0,2.479265,Person1,mittel Detailgrad,Original,35
73,ori35g2p8.png,3.0,3.074003,Person1,mittel Detailgrad,Original,35
101,ori35g2p7.png,2.0,3.457256,Person1,mittel Detailgrad,Original,35
146,ori35g2p4.png,1.0,0.707638,Person1,mittel Detailgrad,Original,35
159,ori35g2p3.png,1.0,21.922699,Person1,mittel Detailgrad,Original,35
268,ori35g2p2.png,1.0,0.717027,Person1,mittel Detailgrad,Original,35
279,ori35g2p5.png,2.0,1.853755,Person1,mittel Detailgrad,Original,35
280,ori35g2p1.png,3.0,2.041903,Person1,mittel Detailgrad,Original,35
298,ori35g2p9.png,2.0,2.406257,Person1,mittel Detailgrad,Original,35
317,ori35g2p10.png,2.0,3.50679,Person1,mittel Detailgrad,Original,35
13,ori35g2p7.png,2.0,1.832636,Person2,mittel Detailgrad,Original,35
57,ori35g2p4.png,3.0,16.109846,Person2,mittel Detailgrad,Original,35
107,ori35g2p5.png,2.0,1.360133,Person2,mittel Detailgrad,Original,35
235,ori35g2p6.png,1.0,2.058977,Person2,mittel Detailgrad,Original,35
253,ori35g2p1.png,2.0,1.912162,Person2,mittel Detailgrad,Original,35
305,ori35g2p10.png,2.0,3.052493,Person2,mittel Detailgrad,Original,35
343,ori35g2p2.png,2.0,1.847597,Person2,mittel Detailgrad,Original,35
383,ori35g2p3.png,2.0,2.171141,Person2,mittel Detailgrad,Original,35
433,ori35g2p9.png,3.0,2.11315,Person2,mittel Detailgrad,Original,35
497,ori35g2p8.png,3.0,3.001752,Person2,mittel Detailgrad,Original,35
6,ori35g2p7.png,1.0,2.169988,Person3,mittel Detailgrad,Original,35
28,ori35g2p4.png,3.0,1.587688,Person3,mittel Detailgrad,Original,35
53,ori35g2p5.png,5.0,1.704835,Person3,mittel Detailgrad,Original,35
117,ori35g2p6.png,1.0,0.952024,Person3,mittel Detailgrad,Original,35
126,ori35g2p1.png,2.0,5.036361,Person3,mittel Detailgrad,Original,35
152,ori35g2p10.png,7.0,1.735356,Person3,mittel Detailgrad,Original,35
171,ori35g2p2.png,5.0,1.23804,Person3,mittel Detailgrad,Original,35
191,ori35g2p3.png,4.0,2.439892,Person3,mittel Detailgrad,Original,35
216,ori35g2p9.png,2.0,2.355949,Person3,mittel Detailgrad,Original,35
248,ori35g2p8.png,2.0,3.491186,Person3,mittel Detailgrad,Original,35
36,ori35g2p2.png,1.0,0.842471,Person4,mittel Detailgrad,Original,35
42,ori35g2p9.png,2.0,0.950745,Person4,mittel Detailgrad,Original,35
61,ori35g2p8.png,3.0,2.606343,Person4,mittel Detailgrad,Original,35
120,ori35g2p3.png,1.0,0.547101,Person4,mittel Detailgrad,Original,35
167,ori35g2p6.png,3.0,0.767576,Person4,mittel Detailgrad,Original,35
173,ori35g2p4.png,3.0,0.793071,Person4,mittel Detailgrad,Original,35
191,ori35g2p10.png,3.0,2.317007,Person4,mittel Detailgrad,Original,35
253,ori35g2p1.png,4.0,2.985922,Person4,mittel Detailgrad,Original,35
294,ori35g2p7.png,3.0,0.796602,Person4,mittel Detailgrad,Original,35
337,ori35g2p5.png,3.0,0.907174,Person4,mittel Detailgrad,Original,35
36,ori35g2p2.png,3.0,0.372666,Person5,mittel Detailgrad,Original,35
42,ori35g2p9.png,5.0,0.550445,Person5,mittel Detailgrad,Original,35
61,ori35g2p8.png,3.0,0.95617,Person5,mittel Detailgrad,Original,35
120,ori35g2p3.png,2.0,2.10156,Person5,mittel Detailgrad,Original,35
167,ori35g2p6.png,2.0,3.740184,Person5,mittel Detailgrad,Original,35
173,ori35g2p4.png,2.0,1.026301,Person5,mittel Detailgrad,Original,35
191,ori35g2p10.png,4.0,1.09732,Person5,mittel Detailgrad,Original,35
253,ori35g2p1.png,3.0,2.380202,Person5,mittel Detailgrad,Original,35
294,ori35g2p7.png,2.0,1.223339,Person5,mittel Detailgrad,Original,35
337,ori35g2p5.png,1.0,0.987423,Person5,mittel Detailgrad,Original,35
26,ori35g2p6.png,3.0,3.417033,Person6,mittel Detailgrad,Original,35
73,ori35g2p8.png,3.0,8.371222,Person6,mittel Detailgrad,Original,35
101,ori35g2p7.png,3.0,3.122714,Person6,mittel Detailgrad,Original,35
146,ori35g2p4.png,2.0,1.239704,Person6,mittel Detailgrad,Original,35
159,ori35g2p3.png,4.0,5.911709,Person6,mittel Detailgrad,Original,35
268,ori35g2p2.png,3.0,1.632637,Person6,mittel Detailgrad,Original,35
