test_image,response,resptime
ori5g3p7.png,8,1.293523
ori5g3p2.png,7,1.382366
ani15g1p1.png,6,1.916305
anig1p10.png,8,4.760156
ori25g1p5.png,3,0.895152
ani25g3p9.png,2,0.973974
ori25g3p1.png,5,0.989103
ori5g1p7.png,7,1.881043
ani35g3p8.png,2,0.871439
ani15g3p3.png,5,2.001471
anig1p1.png,8,1.244085
ori35g2p10.png,3,0.994225
ori45g3p8.png,1,0.992781
ani15g3p6.png,6,1.356229
ani5g2p10.png,8,1.109322
ani45g3p10.png,1,0.921683
orig3p10.png,9,1.11761
ori5g2p3.png,10,1.771866
ani45g3p9.png,1,1.294716
ori15g2p8.png,5,1.243364
ori15g3p2.png,7,2.16719
ori35g3p3.png,3,0.983833
ani15g2p8.png,7,1.860978
ani15g2p3.png,7,1.248708
ori45g2p1.png,3,2.054418
anig1p4.png,8,1.119679
ani15g1p9.png,7,1.527821
ani35g1p10.png,5,1.384365
ani5g1p5.png,8,1.266991
ori15g1p5.png,9,2.159738
ori5g1p5.png,10,1.621289
ori15g1p3.png,7,1.370062
ori25g3p2.png,3,1.104838
ani35g2p9.png,2,1.043742
ani35g3p7.png,3,0.984135
ani25g2p9.png,4,1.896406
ani15g2p9.png,6,1.256717
ori5g3p6.png,8,2.022398
ori5g1p10.png,7,1.24252
ori15g2p5.png,6,1.367027
ani15g1p5.png,7,1.488733
ani15g2p2.png,6,1.232556
anig2p5.png,8,1.739912
ani25g2p4.png,4,1.249207
ori5g1p1.png,7,1.743188
orig2p4.png,7,1.399916
ani15g3p5.png,5,1.489474
ani25g1p7.png,5,1.130638
ori25g1p7.png,3,2.397749
ani15g2p7.png,7,1.483549
anig3p9.png,9,1.28483
ori15g2p3.png,7,1.156271
ori35g1p9.png,3,1.377995
ani15g3p9.png,5,1.74741
